#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
Genome/Hong_Kong_Sal10_19_contigs.fa	NODE_1_length_1009852_cov_17.209783	815172	815609	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal10_19_contigs.fa	NODE_23_length_19688_cov_9.080822	651	1487	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal10_19_contigs.fa	NODE_23_length_19688_cov_9.080822	1487	2290	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal10_19_contigs.fa	NODE_23_length_19688_cov_9.080822	2351	3166	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal10_19_contigs.fa	NODE_29_length_4950_cov_16.687667	3943	4803	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_1_length_66662_cov_21.101930	64511	64984	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_1_length_66662_cov_21.101930	65115	65903	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_317_length_4539_cov_7.609592	86	922	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_317_length_4539_cov_7.609592	922	1725	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_317_length_4539_cov_7.609592	1786	2601	-	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal11_19_contigs.fa	NODE_3_length_38767_cov_21.940708	37395	38255	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal13_19_contigs.fa	NODE_1_length_978181_cov_16.865799	162474	162911	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal14_19_contigs.fa	NODE_20_length_75598_cov_18.019385	8383	9219	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal14_19_contigs.fa	NODE_20_length_75598_cov_18.019385	9219	10022	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal14_19_contigs.fa	NODE_20_length_75598_cov_18.019385	10083	10898	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal14_19_contigs.fa	NODE_20_length_75598_cov_18.019385	31286	32146	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal14_19_contigs.fa	NODE_4_length_340455_cov_10.928303	270740	271177	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_19_length_80273_cov_9.025687	43429	44289	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_19_length_80273_cov_9.025687	64677	65492	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_19_length_80273_cov_9.025687	65553	66356	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_19_length_80273_cov_9.025687	66356	67192	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_19_length_80273_cov_9.025687	67913	68773	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal18_19_contigs.fa	NODE_5_length_315386_cov_11.981859	44113	44550	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal19_19_contigs.fa	NODE_1_length_1386660_cov_18.916035	571060	571497	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal20_19_contigs.fa	NODE_1_length_544544_cov_15.730942	56539	56976	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal20_19_contigs.fa	NODE_30_length_7586_cov_45.732721	4421	5236	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal20_19_contigs.fa	NODE_30_length_7586_cov_45.732721	5297	6100	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal20_19_contigs.fa	NODE_30_length_7586_cov_45.732721	6100	6936	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_19_length_87786_cov_51.446089	18990	19850	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_19_length_87786_cov_51.446089	20571	21407	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_19_length_87786_cov_51.446089	21407	22210	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_19_length_87786_cov_51.446089	22271	23086	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_19_length_87786_cov_51.446089	43474	44334	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal25_19_contigs.fa	NODE_7_length_270068_cov_27.308570	75433	75870	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal26_19_contigs.fa	NODE_1_length_682033_cov_18.697086	487385	487822	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal26_19_contigs.fa	NODE_38_length_3398_cov_17.689551	233	1048	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal26_19_contigs.fa	NODE_38_length_3398_cov_17.689551	1109	1912	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal26_19_contigs.fa	NODE_38_length_3398_cov_17.689551	1912	2748	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal27_19_contigs.fa	NODE_1_length_754654_cov_15.521427	487569	488006	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal27_19_contigs.fa	NODE_31_length_3398_cov_51.985245	651	1487	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal27_19_contigs.fa	NODE_31_length_3398_cov_51.985245	1487	2290	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal27_19_contigs.fa	NODE_31_length_3398_cov_51.985245	2351	3166	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_13_length_87786_cov_90.692081	18990	19850	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_13_length_87786_cov_90.692081	20571	21407	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_13_length_87786_cov_90.692081	21407	22210	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_13_length_87786_cov_90.692081	22271	23086	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_13_length_87786_cov_90.692081	43474	44334	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal32_19_contigs.fa	NODE_1_length_1499249_cov_48.655661	764856	765293	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_13_length_87786_cov_88.695071	43453	44313	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_13_length_87786_cov_88.695071	64701	65516	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_13_length_87786_cov_88.695071	65577	66380	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_13_length_87786_cov_88.695071	66380	67216	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_13_length_87786_cov_88.695071	67937	68797	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal35_19_contigs.fa	NODE_1_length_1499323_cov_34.028430	764856	765293	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal36_19_contigs.fa	NODE_21_length_80301_cov_56.203430	11505	12365	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal36_19_contigs.fa	NODE_21_length_80301_cov_56.203430	13086	13922	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal36_19_contigs.fa	NODE_21_length_80301_cov_56.203430	13922	14725	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal36_19_contigs.fa	NODE_21_length_80301_cov_56.203430	14786	15601	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal36_19_contigs.fa	NODE_21_length_80301_cov_56.203430	35989	36849	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_12_length_80309_cov_91.583794	43453	44313	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_12_length_80309_cov_91.583794	64701	65516	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_12_length_80309_cov_91.583794	65577	66380	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_12_length_80309_cov_91.583794	66380	67216	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_12_length_80309_cov_91.583794	67937	68797	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal50_19_contigs.fa	NODE_1_length_1549399_cov_44.519893	733791	734228	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_13_length_88815_cov_65.407785	11512	12372	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_13_length_88815_cov_65.407785	13093	13929	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_13_length_88815_cov_65.407785	13929	14732	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_13_length_88815_cov_65.407785	14793	15608	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_13_length_88815_cov_65.407785	35996	36856	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal52_19_contigs.fa	NODE_1_length_872134_cov_30.120994	56526	56963	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal53_19_contigs.fa	NODE_1_length_682204_cov_19.705764	194199	194636	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal53_19_contigs.fa	NODE_31_length_7588_cov_68.853948	4423	5238	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal53_19_contigs.fa	NODE_31_length_7588_cov_68.853948	5299	6102	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal53_19_contigs.fa	NODE_31_length_7588_cov_68.853948	6102	6938	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_15_length_80295_cov_60.223329	11499	12359	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_15_length_80295_cov_60.223329	13080	13916	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_15_length_80295_cov_60.223329	13916	14719	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_15_length_80295_cov_60.223329	14780	15595	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_15_length_80295_cov_60.223329	35983	36843	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal56_19_contigs.fa	NODE_1_length_650472_cov_19.645654	162467	162904	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal58_19_contigs.fa	NODE_25_length_7588_cov_70.436027	651	1487	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal58_19_contigs.fa	NODE_25_length_7588_cov_70.436027	1487	2290	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal58_19_contigs.fa	NODE_25_length_7588_cov_70.436027	2351	3166	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal58_19_contigs.fa	NODE_2_length_520355_cov_28.372474	3128	3565	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal61_19_contigs.fa	NODE_11_length_103635_cov_67.943693	42731	43591	-	blaTEM-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY101578	blaTEM-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal61_19_contigs.fa	NODE_1_length_1009945_cov_17.341406	815253	815690	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal63_19_contigs.fa	NODE_1_length_650187_cov_10.652122	162459	162896	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal63_19_contigs.fa	NODE_33_length_7588_cov_50.962056	4423	5238	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal63_19_contigs.fa	NODE_33_length_7588_cov_50.962056	5299	6102	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal63_19_contigs.fa	NODE_33_length_7588_cov_50.962056	6102	6938	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal64_19_contigs.fa	NODE_1_length_711028_cov_21.555179	516355	516792	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal64_19_contigs.fa	NODE_27_length_7588_cov_73.890694	651	1487	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal64_19_contigs.fa	NODE_27_length_7588_cov_73.890694	1487	2290	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal64_19_contigs.fa	NODE_27_length_7588_cov_73.890694	2351	3166	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_1_length_650658_cov_20.616855	162744	163181	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_27_length_14927_cov_47.925859	4451	5664	+	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_27_length_14927_cov_47.925859	6265	7539	-	tet(A)_6	1-1275/1275	===============	0/0	100.00	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_27_length_14927_cov_47.925859	8800	9636	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_27_length_14927_cov_47.925859	9636	10439	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_27_length_14927_cov_47.925859	10500	11315	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_38_length_2154_cov_47.091478	836	1711	-	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal65_19_contigs.fa	NODE_52_length_764_cov_65.689956	1	741	+	blaTEM-141_1	121-861/861	..=============	0/0	86.06	100.00	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_15_length_80307_cov_79.220516	43453	44313	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_15_length_80307_cov_79.220516	64701	65516	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_15_length_80307_cov_79.220516	65577	66380	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_15_length_80307_cov_79.220516	66380	67216	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_15_length_80307_cov_79.220516	67937	68797	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal66_19_contigs.fa	NODE_1_length_698225_cov_21.930773	534797	535234	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal67_19_contigs.fa	NODE_1_length_465500_cov_15.935418	194244	194681	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal67_19_contigs.fa	NODE_29_length_7588_cov_77.991213	4423	5238	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal67_19_contigs.fa	NODE_29_length_7588_cov_77.991213	5299	6102	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal67_19_contigs.fa	NODE_29_length_7588_cov_77.991213	6102	6938	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal68_19_contigs.fa	NODE_1_length_711263_cov_30.957070	194563	195000	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal68_19_contigs.fa	NODE_23_length_7588_cov_167.757156	4423	5238	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal68_19_contigs.fa	NODE_23_length_7588_cov_167.757156	5299	6102	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
